Date,Open ,High ,Low ,Close 
6/16/2009,52035.19,52493.65,51165.62,51205.78
6/15/2009,53558.06,53558.06,51252.03,52033.82
6/12/2009,53410.93,53935.51,53142.68,53558.23
6/10/2009,53158.69,54047.58,52819.04,53410.93
6/9/2009,53632.78,54102.37,52844.66,53157.13
6/8/2009,53340.17,53904.98,52482.51,53630.39
6/5/2009,53474.08,54626.55,53050.18,53341.01
6/4/2009,52093.86,53463.9,51745.33,53463.9
6/3/2009,53999.01,54000.51,51643.28,52086.63
6/2/2009,54486.33,54955.23,53850.22,53999.52
6/1/2009,53202.37,54857,53202.37,54486.29
5/29/2009,53046.59,53805.93,52431.83,53197.73
5/28/2009,51795.15,53040.74,51795.15,53040.74
5/27/2009,51840.43,53092.36,51636.55,51791.61
5/26/2009,50817.29,51933.94,50073.57,51840.8
5/25/2009,50558.47,50968.65,50558.47,50816.24
5/22/2009,50089.06,50893.03,49989.19,50568.49
5/21/2009,51244.04,51244.04,49565.26,50087.33
5/20/2009,51348.75,52640.38,51142.88,51245.09
5/19/2009,51465.13,52145.12,50987.25,51346.61
5/18/2009,49011.98,51489.52,49011.98,51463.02
5/15/2009,49446.97,49552.07,48796.01,49007.21
5/14/2009,48670.86,49460.6,48283.78,49446.02
5/13/2009,50316.88,50316.88,48430.04,48679.19
5/12/2009,50979.77,51564.81,49807.8,50325.78
5/11/2009,51388.8,51388.8,50059.98,50976.39
5/8/2009,50065.58,51395.99,50050.81,51395.99
5/7/2009,51499.05,52078.59,49742.55,50058.06
5/6/2009,50675.11,52095.85,50671.84,51499.48
5/5/2009,50403.88,50909.36,50013.1,50669.78
5/4/2009,47289.53,50404.53,47289.53,50404.53
4/30/2009,47235,48125.73,47235,47289.53
4/29/2009,45825.05,47410.04,45825.05,47226.79
4/28/2009,45819.29,46137.61,44965.82,45821.44
4/27/2009,46771.53,46771.53,45662.17,45819.71
4/24/2009,45801.11,46946.07,45801.11,46771.79
4/23/2009,44887.64,45803.68,44887.64,45801.17
4/22/2009,44433.8,45369.13,44433.8,44888.2
4/20/2009,45778.28,45778.28,44274.88,44433.15
4/17/2009,46017.55,46187.43,45722.69,45778.28
4/16/2009,45277.22,46211.47,45277.22,46024.78
4/15/2009,45419.65,45453.34,44810.9,45272.65
4/14/2009,46389.87,46591.44,45284.36,45418.18
4/13/2009,45312.34,46178.86,45225.81,45991.89
4/9/2009,45487.6,45702.19,44182.76,45538.71
4/8/2009,44101.96,44389.5,43706.36,44181.98
4/7/2009,43784.33,44471.1,43593.06,43824.53
4/6/2009,43799.37,44385.11,43429.3,44167.26
4/3/2009,43993.62,44610.12,43519.92,44390.98
4/2/2009,43743.04,44286.02,41977.44,43736.45
4/1/2009,40605.22,42004.63,40256.17,41976.33
3/31/2009,40771.49,41609.59,40661.18,40925.87
3/30/2009,41908.97,41908.97,40351.06,40653.13
3/27/2009,42588.66,42588.66,41585.67,41907.29
3/26/2009,41801.32,42679.98,41801.32,42588.66
3/25/2009,41477.77,42622.91,41113.69,41799.3
3/24/2009,42438.69,42438.69,41475.83,41475.83
3/23/2009,40077.02,42508.96,40077.02,42438.55
3/20/2009,40453.43,41053.15,40075.7,40076.41
3/19/2009,40146.17,41136.61,40146.17,40453.43
3/18/2009,39507.82,40551.18,38849.71,40142.29
3/17/2009,38607.54,39510.72,38080.47,39510.72
3/16/2009,39018.26,39712.57,38466.72,38607.2
3/13/2009,39151.89,39707.23,38579.84,39015.37
3/12/2009,38805.91,39304.13,38286.31,39151.86
3/11/2009,38794.77,39310.29,38238.3,38804.8
3/10/2009,36744.85,38803.6,36744.85,38794.55
3/9/2009,37102.89,37464.11,36392.06,36741.35
3/6/2009,37367.24,38308.58,36475.86,37105.09
3/5/2009,38391.36,38391.36,36973.25,37368.93
3/4/2009,36467.54,38554.19,36467.54,38402.24
3/3/2009,36235.89,37084.97,35721.83,36467.56
3/2/2009,38179.79,38179.79,36195.86,36234.69
2/27/2009,38177.64,38800.86,37324.44,38183.31
2/26/2009,38233.52,39218.78,38180.18,38180.18
2/25/2009,38712.23,38933.4,37693.81,38231.58
2/20/2009,39724.59,39724.59,38102.61,38714.64
2/19/2009,39675.16,40433.34,39630.25,39730.33
2/18/2009,39848.18,40434.45,39209.14,39674.39
2/17/2009,41837.8,41837.8,39817.34,39846.97
2/16/2009,41672.45,41841.32,41026,41841.32
2/13/2009,40512.44,41833.48,40512.44,41673.62
2/12/2009,40826.53,41082.13,39992.36,40500.79
2/11/2009,41207.43,42032.3,40285.93,40845.62
2/10/2009,42100.7,42819.27,40960.37,41207.43
2/9/2009,42754.84,43441.48,41977.06,42100.12
2/6/2009,41109.68,42872.88,41109.68,42755.5
2/5/2009,40119.98,41373.47,39790.86,41108.65
2/4/2009,39745.77,41490.17,39745.77,40129.04
2/3/2009,38665.33,39765.46,38654.75,39746.76
2/2/2009,39296.48,39363.85,38452.88,38666.44
1/30/2009,39636.91,40273.15,39185.48,39300.79
1/29/2009,40228.99,40228.99,39368.57,39638.42
1/28/2009,38704.49,40438.46,38704.49,40227.45
1/27/2009,38511.3,39024.99,38421.71,38698.92
1/26/2009,38130.01,39065.32,37830.58,38509.45
1/23/2009,37891.3,38660.44,36743.71,38132.35
1/22/2009,38542.57,38844.76,37255.49,37894.33
1/21/2009,37279.25,38542.9,37279.25,38542.9
1/20/2009,38828.32,39174.26,37272.07,37272.07
1/19/2009,39351.36,39570.02,38700.11,38828.32
1/16/2009,39149.4,39904.1,38578.43,39341.54
1/15/2009,37992.56,39196.9,36805.84,39151.08
1/14/2009,39537.37,39569.88,37658.34,37981.77
1/13/2009,39397.15,40322.58,38623.25,39544.23
1/12/2009,41584.89,41584.89,39345.4,39403.47
1/9/2009,41991.77,42525.21,41181.49,41582.94
1/8/2009,40819.37,41990.55,40250.57,41990.55
1/7/2009,42308.27,42308.27,40563.43,40820.25
1/6/2009,41520.07,42363.19,41520.07,42312.28
1/5/2009,40243.4,41889.34,39525.7,41518.66
1/2/2009,37550.31,40264.72,37550.31,40244.22
12/30/2008,37069.56,37782.8,37064.77,37550.31
12/29/2008,36864.13,37631.35,36637.71,37060.16
12/26/2008,36470.41,37135.82,36333.59,36864.13
12/23/2008,37616.88,38004.69,36452.06,36470.78
12/22/2008,39140.26,39451.69,37477.58,37618.5
12/19/2008,39535.1,39784.67,38727.96,39131.23
12/18/2008,39947.43,40497.88,38994.84,39536.27
12/17/2008,39993.46,40361.19,39121.47,39947.43
12/16/2008,38323.71,39993.46,38323.71,39993.46
12/15/2008,39368.08,39735.06,38320.19,38320.19
12/12/2008,38516.79,39373.86,37013.62,39373.86
12/11/2008,39009.01,39879.77,38515.18,38519.07
12/10/2008,37972.37,39748.21,37972.37,39004.4
12/9/2008,38285.2,38863.49,37652.93,37968.11
12/8/2008,35347.46,38426.08,35347.46,38284.91
12/5/2008,35124.83,35434.53,34012.69,35347.39
12/4/2008,35310.9,35943.94,35127.77,35127.77
12/3/2008,35001.31,35476.3,33798.48,35296.7
12/2/2008,34742.83,35734.49,34742.83,35000.84
12/1/2008,36595.87,36595.87,34396.18,34740.5
11/28/2008,36216.48,37216.66,35943.96,36595.87
11/27/2008,36470.37,36817.16,36114.26,36212.65
11/26/2008,34813.77,36877.21,34318.76,36469.61
11/25/2008,34189.05,35531.9,33620.31,34812.86
11/24/2008,31255.44,34381.63,31255.44,34188.83
11/21/2008,33402.82,33402.82,31080.99,31250.6
11/19/2008,34097.76,34785.53,33274.96,33404.55
11/18/2008,35698.06,35698.06,33882.26,34094.66
11/17/2008,35777.43,36372.63,34426.7,35717.21
11/14/2008,36002.88,36696.86,35015.93,35789.1
11/13/2008,34373.88,36244,33645.08,35993.33
11/12/2008,37260.8,37261.02,34220.8,34373.99
11/11/2008,36775.18,37628.78,35499.2,37261.9
11/10/2008,36672.34,38724.56,36297.56,36776.27
11/7/2008,36361.91,37716.28,36296.7,36665.11
11/6/2008,37785.66,37785.66,35386.61,36361.91
11/5/2008,40245.35,40245.35,37710.75,37785.66
11/4/2008,38256.12,41002.95,38256.12,40254.8
11/3/2008,37260.65,38545.08,36937.67,38249.44
10/31/2008,37447.16,37944.97,35858,37256.84
10/30/2008,34851.56,37589.69,34851.56,37448.77
10/29/2008,33386.65,35765.99,33386.65,34845.21
10/28/2008,29438.28,33386.65,29438.28,33386.65
10/27/2008,31479.73,31479.73,29435.11,29435.11
10/24/2008,33809.11,33809.11,30787.62,31481.55
10/23/2008,35069.28,35776.51,32706.01,33818.49
10/22/2008,39042.77,39042.77,35027.86,35069.73
10/21/2008,39439.81,39979.88,38083.32,39043.39
10/20/2008,36401.17,39453.27,36401.17,39441.08
10/17/2008,36439.98,38341.77,35834.15,36399.09
10/16/2008,36835.46,37393.5,33752.08,36441.72
10/15/2008,41567.07,41567.07,35411.2,36833.02
10/14/2008,40833.05,43753.27,40218.33,41569.03
10/13/2008,35609.02,40829.13,35609.02,40829.13
10/10/2008,37079.21,37079.21,33237.71,35609.54
10/9/2008,38593.54,40478.99,36832.45,37080.3
10/8/2008,40136.99,40439.46,37597.49,38593.54
10/7/2008,42103.51,43166.65,39582.63,40139.85
10/6/2008,44502.06,44502.06,37616.74,42100.79
10/3/2008,46155.22,48075.4,44158.09,44517.32
10/2/2008,49805.26,49805.26,45113.44,46145.1
10/1/2008,49537.66,49833.82,47640.83,49798.65
9/30/2008,46026.37,49541.27,46026.37,49541.27
9/29/2008,50742.95,50742.95,43766.34,46028.06
9/26/2008,51824.4,51824.4,49902.43,50782.99
9/25/2008,49848.14,51866.67,49848.14,51828.46
9/24/2008,49598.31,50747.35,49598.31,49842.99
9/23/2008,51536.57,51856.04,49288.71,49593.17
9/22/2008,53055.38,53455.18,51530.27,51540.58
9/19/2008,48423.6,53168.32,48423.6,53055.38
9/18/2008,45908.51,49002.18,45294.81,48422.75
9/17/2008,49218.19,49218.19,45859.02,45908.51
9/16/2008,48403.94,49312.82,46260.53,49228.92
9/15/2008,52385.64,52385.64,48408.91,48416.33
9/12/2008,51267.07,52590.63,50789.43,52392.86
9/11/2008,49628.61,51270.4,48216.77,51270.4
9/10/2008,48439.44,49956.55,47606.11,49633.16
9/9/2008,50710.98,50710.98,48418.56,48435.3
9/8/2008,51939.6,53706.24,50645.5,50717.97
9/5/2008,51404.44,51939.6,50091.55,51939.6
9/4/2008,53527.01,53749.46,51156.99,51408.54
9/3/2008,54413.83,55241.03,52891.08,53527.01
9/2/2008,55161.44,55412.49,54207.07,54404.41
9/1/2008,55665.33,55665.33,54933.12,55162.14
8/29/2008,56388.21,56856.23,55677.65,55680.41
8/28/2008,55515.95,56523.72,55515.95,56382.22
8/27/2008,54365.76,55591.07,54365.76,55519.24
8/26/2008,54477.25,55088.13,54152.96,54358.7
8/25/2008,55854.02,55906.48,54468.01,54477.25
8/22/2008,55933.21,56430.48,55201.61,55850.13
8/21/2008,55379.54,56144.39,55379.54,55934.69
8/20/2008,53640.51,55545.42,53640.51,55377.15
8/19/2008,53326.23,54328.94,52344.56,53638.69
8/18/2008,54252.29,54928.46,53050.02,53326.54
8/15/2008,55136.96,55306.52,53831.34,54244.03
8/14/2008,54573.15,55725.01,54573.15,55138.35
8/13/2008,54509.03,55491.72,54035.14,54573.18
8/12/2008,54721.04,55355.3,54324.61,54502.97
8/11/2008,56589.81,56973.6,54568.81,54720.25
8/8/2008,57017.58,57146.4,56151.64,56584.4
8/7/2008,57546.42,57941.98,56960.27,57017.55
8/6/2008,56472.73,57812.74,56472.73,57542.49
8/5/2008,55609.07,56974.24,55609.07,56470.59
8/4/2008,57619.11,57641.35,55366.53,55609.07
8/1/2008,59505.17,59505.17,57491.9,57630.35
7/31/2008,59997.64,60022.54,59225.49,59505.17
7/30/2008,58069.19,59997.64,58069.19,59997.64
7/29/2008,56869.02,58042.87,56869.02,58042.87
7/28/2008,57206.97,58175.83,56839.19,56869.02
7/25/2008,57419.58,57710.57,56417.98,57199.14
7/24/2008,59425.41,59640.92,57333.53,57434.37
7/23/2008,59646.25,60242.02,59312.55,59420.86
7/22/2008,60771.79,60779.7,59230.55,59647.32
7/21/2008,60002.47,61275.19,60002.47,60771.79
7/18/2008,60105.81,61298.98,59479.22,59988.1
7/17/2008,62062.53,62606.12,59984.68,60108.72
7/16/2008,61018.09,62183,60863.47,62056.47
7/15/2008,60714.78,61678.51,58789.86,61015.09
7/14/2008,60155.75,61305.82,60155.75,60720.9
7/11/2008,60256.07,61053.44,59602.76,60148.26
7/10/2008,59527.6,60588.93,58337.52,60252.74
7/8/2008,59081.05,59535.95,57945.36,59535.95
7/7/2008,59372.01,60794.74,58730.71,59088.2
7/4/2008,59266.14,59778.93,58785.94,59365.35
7/3/2008,61093.82,61600.61,59242.85,59273.38
7/2/2008,63396.57,63944.7,61027.5,61106.22
7/1/2008,65017.58,65017.58,62910.95,63396.19
6/30/2008,64326.13,65352.54,64326.13,65017.58
6/27/2008,63951.27,64623.64,63880.73,64321.11
6/26/2008,65804.44,65804.44,63688.9,63946.92
6/25/2008,64172.9,66307.9,64172.9,65853.34
6/24/2008,64635.81,65083.85,63713.42,64167.77
6/23/2008,64621.5,65400.71,64440.24,64640.45
6/20/2008,66584.22,66610.52,64602.04,64613.79
6/19/2008,67089.95,67338.6,66182.2,66590.41
6/18/2008,68430.93,68430.93,66917.43,67090.45
6/17/2008,67284.1,69028.88,67284.1,68437.5
6/16/2008,67205.58,67617.64,66430.35,67284.61
6/13/2008,67325.52,67884.51,66906.5,67203.52
6/12/2008,66797.72,67958.45,66797.72,67319.63
6/11/2008,67774.94,68061.4,66714.69,66794.76
6/10/2008,69275.43,69275.43,67066.83,67774.94
6/9/2008,69785.87,69989.89,68534.14,69281.2
6/6/2008,71207.84,71210.86,69515.31,69785.87
6/5/2008,68673.87,71247.63,68673.87,71209.12
6/4/2008,70011.92,70011.92,68464.59,68673.14
6/3/2008,71897.25,72018.71,69602.09,70011.92
6/2/2008,72592.5,72592.5,71352.16,71897.25
5/30/2008,71797.54,72861.92,71766.37,72592.5
5/29/2008,73154.13,73920.38,71694.88,71797.54
5/28/2008,70994.79,73179.78,70733.51,73153.23
5/27/2008,71629.19,71659.24,70334.89,70992.06
5/26/2008,71451.8,71988.11,71423.36,71628.74
5/23/2008,72295.23,72295.23,70774.22,71451.8
5/21/2008,73507.68,73779.61,72149.62,72294.8
5/20/2008,73444.94,73522.49,72146.36,73516.81
5/19/2008,72766.93,73794.14,72457.54,73438.83
5/16/2008,71496.17,72766.93,71496.17,72766.93
5/15/2008,70031.14,71492.36,70031.14,71492.36
5/14/2008,70495.06,70966.32,70026.62,70026.62
5/13/2008,70422.26,71084.38,70107.6,70503.25
5/12/2008,69645.7,70420.32,69068.13,70415.82
5/9/2008,69721.85,69721.85,68764.04,69645.7
5/8/2008,69020.94,69876.93,69013.57,69722.25
5/7/2008,70201.34,70545.12,68599.17,69017.66
5/6/2008,70175.12,70215.17,69561.4,70195.27
5/5/2008,69366.39,70434.74,69366.39,70174.88
5/2/2008,67868.89,70973.02,67865.02,69366.39
4/30/2008,63825.74,68037.83,63825.74,67868.46
4/29/2008,65677.74,65677.74,63705.59,63825.74
4/28/2008,65191,66025.1,65191,65677.74
4/25/2008,64576.44,65252.9,64172.24,65187.34
4/24/2008,64946.22,65086.2,64223.04,64576.26
4/23/2008,65413.43,65689.38,64913.77,64947.54
4/22/2008,64921.81,65689.32,64921.81,65412.66
4/18/2008,64553.71,65384.35,64553.71,64922.67
4/17/2008,64150.05,64944.64,63598.52,64552.42
4/16/2008,62624.53,64314.35,62624.53,64151.94
4/15/2008,62150.93,62824.68,62150.93,62618.39
4/14/2008,62592.09,62733.2,61466.5,62153.45
4/11/2008,63525.64,63525.64,62458.54,62585.21
4/10/2008,63475.45,63645.7,62712.06,63527.11
4/9/2008,64539.54,64620.65,63166.75,63476.92
4/8/2008,64179.94,64832.82,63452.84,64539.54
4/7/2008,64446.55,65409.19,63919.45,64175.58
4/4/2008,64177.36,64629.65,63905.5,64445.97
4/3/2008,63367.23,64731.13,62792.84,64175.05
4/2/2008,62775.2,63816.23,62775.2,63364.36
4/1/2008,60965.07,62787.75,60965.07,62774.85
3/31/2008,60449.01,60982.43,59916.64,60968.07
3/28/2008,60762.15,61061.67,60192.38,60452.12
3/27/2008,61418.15,62199.83,60678.78,60761.68
3/26/2008,61234.06,61848.84,60758.65,61415.28
3/25/2008,59820.02,61616.29,59820.02,61234.06
3/24/2008,58993.66,61083.26,58993.66,59812.53
3/20/2008,58818.12,59169.98,57824.19,58987.31
3/19/2008,61936.19,62372.37,58805.4,58827.36
3/18/2008,60039.82,61932.78,60039.82,61932.78
3/17/2008,61987.36,61987.36,59342.48,60011.84
3/14/2008,62279.71,63027.51,60709.6,61990.99
3/13/2008,62174.62,62412.62,60167.91,62279.71
3/12/2008,62378.06,63036.19,62022.17,62176.58
3/11/2008,60005.77,62367.72,60005.77,62367.72
3/10/2008,61868.59,61923.27,59995.85,59999.27
3/7/2008,62972.65,62972.65,61382.11,61867.99
3/6/2008,64630.53,64676.49,62974.65,62974.65
3/5/2008,63653.49,65044.79,63653.49,64629.48
3/4/2008,64486.44,64530.42,62745.45,63655.54
3/3/2008,63496.48,64643.52,63158.95,64490.46
2/29/2008,65552.93,65552.93,63482.34,63489.3
2/28/2008,65494.85,66005.16,65248.24,65555.08
2/27/2008,65177.83,65968.16,64647.43,65494.85
2/26/2008,64994.08,65399.12,63983.12,65182.61
2/25/2008,64604.69,65012.87,64060.18,65000.94
2/22/2008,63780.45,64608.78,63360.23,64608.78
2/21/2008,63747.65,64631.28,63620.38,63792.23
2/20/2008,62292.08,63780,61634.16,63747.49
2/19/2008,62801.43,63589.61,62180.1,62296.54
2/18/2008,61291.53,62883.46,61291.53,62801.43
2/15/2008,61803.04,61803.04,60716.71,61271.87
2/14/2008,62595.11,63224.11,61737.14,61818.99
2/13/2008,61801.7,63001.92,61801.7,62590.65
2/12/2008,60645.01,62827.74,60645.01,61805.47
2/11/2008,59080.53,60805.18,59080.53,60643.22
2/8/2008,58966.6,59519.68,58842.96,59075.98
2/7/2008,58965.18,59581.4,58029.7,58965.48
2/6/2008,61076.25,61076.25,58742.19,58968.53
2/1/2008,59490.9,61186.94,59490.9,61079.83
1/31/2008,60287.65,60287.65,57886.07,59490.4
1/30/2008,59521.56,60289.41,58751.65,60289.41
1/29/2008,58597.3,59714.71,58597.3,59529.58
1/28/2008,57456.89,58721.43,56360.45,58593.78
1/24/2008,54242.44,57674.99,54242.44,57463.31
1/23/2008,56098.33,56098.33,53010.96,54234.82
1/22/2008,53704.88,56540.56,53609.69,56097.18
1/21/2008,57503.31,57503.31,53486.83,53709.11
1/18/2008,57039.43,58290.57,56241.32,57506.47
1/17/2008,58773.45,59643.17,56734.43,57036.85
1/16/2008,59905.53,59905.53,58077.04,58777.45
1/15/2008,62179.8,62179.8,59896.79,59907.06
1/14/2008,61950.01,62536.2,61643.08,62187.78
1/11/2008,63514.16,63514.16,61942.36,61942.36
1/10/2008,62677.21,63614.65,62593.99,63515.48
1/9/2008,62078,62673.69,61486.54,62673.69
1/8/2008,60771.31,62650.11,60771.31,62080.73
1/7/2008,61054.2,61505.4,60091.6,60772.15
1/4/2008,62898.15,63436.15,60574.03,61036.61
1/3/2008,62814.32,63129.16,62555.62,62891.97
1/2/2008,63884.68,63906.07,62658.66,62815.13
12/28/2007,63776.07,64123.55,63598.17,63886.1
12/27/2007,64287,64583.78,63589.81,63774.38
12/26/2007,63100.57,64304.39,63100.57,64288.26
12/21/2007,61725.4,63397.61,61725.4,63097.71
12/20/2007,61723.57,62466.67,61416.21,61716.2
12/19/2007,61107.88,61733.68,60914.75,61721.71
12/18/2007,59832.24,61421.47,59414.24,61096.28
12/17/2007,62444.64,62444.64,59820.27,59828.21
12/14/2007,62867.81,63454.75,62444.97,62444.97
12/13/2007,64735.3,64735.3,62466.29,62860.99
12/12/2007,64512.42,66171.43,64502.06,64741.69
12/11/2007,65448.2,66450.51,64127.46,64512.26
12/10/2007,65642.23,65873.99,65227.91,65445.96
12/7/2007,65789.02,66528.64,65278.28,65638.54
12/6/2007,64929.09,65790.81,64691.82,65790.81
12/5/2007,63482.96,65203.83,63482.96,64927.96
12/4/2007,63202.76,63722,62372.56,63481.53
12/3/2007,63018.43,63681.63,62729.47,63199.85
11/30/2007,62157.1,63701.32,62157.1,63006.16
11/29/2007,61719.68,63190.4,61465.2,62156.34
11/28/2007,59431.92,61857.99,59431.92,61714.64
11/27/2007,59067.48,59971.23,58095.92,59431.5
11/26/2007,60973.22,61559.6,59067.25,59069.17
11/23/2007,60661.94,61334.35,60661.94,60970.9
11/22/2007,60581.54,61101.71,60124.43,60653.01
11/21/2007,62335.11,62335.11,59846.62,60581.54
11/19/2007,64609.38,64609.38,62320.7,62336.02
11/16/2007,64634.18,64801.7,63627.27,64609.38
11/14/2007,62918.68,64895.91,62918.68,64630.87
11/13/2007,61525.89,62932.68,61034.29,62927.03
11/12/2007,64320.56,64320.56,61451.64,61526.87
11/9/2007,63571.45,65281.09,62279.04,64320.56
11/8/2007,63503.35,65282.55,63140.3,63561.91
11/7/2007,64503.43,64602.92,63222.55,63500.62
11/6/2007,62967.1,64523.51,62967.1,64503.43
11/5/2007,64049.03,64049.03,62720.43,62959.55
11/1/2007,65316.79,65316.86,63773.65,64050.08
10/31/2007,64385.35,65948.89,64385.35,65317.7
10/30/2007,65044.31,65147.1,64264.33,64383.13
10/29/2007,64275.19,65670.01,64275.19,65044.31
10/26/2007,62345.55,64319.88,62345.55,64275.58
10/25/2007,62627.95,63206.11,61968.42,62341.49
10/24/2007,62693.17,62815.64,61447.77,62624.81
10/23/2007,61213.66,62773.27,61213.66,62697.14
10/22/2007,60884.38,61378.65,59472.98,61215.13
10/19/2007,63270.18,63348.94,60882.69,60894.29
10/18/2007,63192.24,63322.03,61943.44,63261.33
10/17/2007,61720.18,63193.67,61459.8,63193.67
10/16/2007,62964.72,62964.72,61564.64,61717.9
10/15/2007,62455.77,63841.34,62411.96,62969.44
10/11/2007,63197.04,64168.92,61487.32,62455.77
10/10/2007,63549.84,63565.13,62894.13,63197.04
10/9/2007,62660.85,63658.27,62660.85,63548.69
10/8/2007,62318.56,62724.95,61841.04,62660.85
10/5/2007,60408.44,62704.03,60408.44,62318.72
10/4/2007,60102.34,61080.12,59535.84,60406.72
10/3/2007,62020.95,62020.95,60093.52,60098.57
10/2/2007,62340.81,62356.09,61240.82,62017.12
10/1/2007,60465.06,62355.43,60465.06,62340.34
9/28/2007,61054.34,61054.34,60086.15,60465.06
9/27/2007,59713.22,61052.44,59713.22,61052.44
9/26/2007,58858.7,59825.45,58858.7,59714.83
9/25/2007,58717.11,58861.96,57968.77,58857.78
9/24/2007,57799.05,58719.37,57799.05,58719.37
9/21/2007,56919.43,57899.41,56919.43,57798.79
9/20/2007,57262.52,57609.08,56607.45,56906.44
9/19/2007,56674.65,58079.23,56674.65,57264.22
9/18/2007,54351.04,56844.21,54351.04,56666.3
9/17/2007,54671,54733,53690.65,54340.54
9/14/2007,54909.01,55465.17,54378.19,54671
9/13/2007,53882.71,55086.96,53882.71,54908.18
9/12/2007,53921.81,54621.83,53718.36,53882.71
9/11/2007,52659.64,53953.99,52659.64,53920.57
9/10/2007,54554.02,54554.02,52320.99,52652.57
9/6/2007,54413.09,55093.97,54413.09,54569
9/5/2007,55243.23,55243.23,54155.74,54407.83
9/4/2007,54833.88,55566.48,54587.92,55250.47
9/3/2007,54641.11,54997.63,54519.16,54832.51
8/31/2007,52873.78,54714.82,52873.78,54637.24
8/30/2007,52728.38,53644.79,52223.49,52857.84
8/29/2007,51647.5,52809.88,51647.07,52734.64
8/28/2007,53071.76,53071.76,51389.95,51645.33
8/27/2007,52994.79,53395.84,52502.32,53078.15
8/24/2007,51844.66,52997.56,51389.55,52997.56
8/23/2007,51744.56,52350.97,51081.89,51848.23
8/22/2007,49815.08,51749.19,49815.08,51744.56
8/21/2007,49207.84,50064.39,48739.15,49815.08
8/20/2007,48560.76,49573.92,48560.76,49206.36
8/17/2007,48025.94,49588.36,46876.8,48558.76
8/16/2007,49280.59,49280.59,44937.65,48015.55
8/15/2007,50911.69,51285.66,49106.44,49285.3
8/14/2007,52434.24,52944.51,50911.75,50911.75
8/13/2007,52646.57,53669.66,52201.57,52434.01
8/10/2007,53430.84,53430.84,51681.78,52638.13
8/9/2007,55213.46,55213.46,53323.52,53430.84
8/8/2007,53803.63,55615.84,53803.63,55241.37
8/7/2007,53092.14,54112.71,52745.57,53802.48
8/6/2007,52846.13,53207.13,51317.36,53091.1
8/3/2007,54696.74,54725.43,52574.67,52846.38
8/2/2007,54245.44,54959.06,54202.13,54690.92
8/1/2007,54170.45,54233.87,53036.04,54233.87
7/31/2007,54602.05,55662.03,54169.41,54182.5
7/30/2007,52924.64,54789.55,52924.64,54572.61
7/27/2007,53893.15,54407.05,52922.23,52922.23
7/26/2007,55998.13,55998.13,52627.44,53893.15
7/25/2007,55797.38,56409.33,54520.01,56001.3
7/24/2007,58036.27,58056.99,55165.47,55794.57
7/23/2007,57442.74,58070.06,57442.74,58036.77
7/20/2007,58125.12,58125.12,57103.13,57442.74
7/19/2007,57555.85,58292.88,57555.85,58124.57
7/18/2007,57660.28,57660.28,56903.48,57555.85
7/17/2007,57375.68,57799,57307.15,57659.65
7/16/2007,57644.16,57665.69,57035.3,57374.4
7/13/2007,57613.11,57982.7,57327.02,57644.16
7/12/2007,56380.02,57676.24,56377.93,57613.05
7/11/2007,55881.76,56494.8,55628.28,56356.13
7/10/2007,56443.73,56543.55,55677.5,55882.7
7/6/2007,55931.64,56443.73,55931.64,56443.73
7/5/2007,55696.47,55932.34,55344.94,55932.34
7/4/2007,55698.09,56000.22,55597.71,55696.47
7/3/2007,55370.54,55782.85,55258.62,55699.69
7/2/2007,54396.23,55386.47,54396.23,55371.21
6/29/2007,54149.89,54783.04,53958.15,54392.06
6/28/2007,54153.79,54648.36,54146.59,54146.59
6/27/2007,53851.68,54163.65,53201.62,54143.07
6/26/2007,54044.87,54412.76,53841.65,53851.68
6/25/2007,54270.17,54604.98,53605.11,54041.57
6/22/2007,54643.61,54643.61,53951.99,54267.1
6/21/2007,54029.77,54844.21,53910.78,54656.88
6/20/2007,54643.72,55003.28,54029.24,54029.24
6/19/2007,54729.91,54797.22,54450.08,54643.72
6/18/2007,54518.63,54999.98,54354.8,54730.44
6/15/2007,53723.06,54725.52,53723.06,54518.63
6/14/2007,53010.54,53797.61,53008.61,53712.89
6/13/2007,51798.6,53226.44,51798.6,52993.73
6/12/2007,52775.58,52775.58,51642.61,51797.14
6/11/2007,52324.19,52951.86,52183.52,52776.84
6/8/2007,52044.89,52500.31,50884.5,52329.68
6/6/2007,53162.18,53162.18,51868.57,52049.31
6/5/2007,53244.53,53270.61,52672.76,53162.21
6/4/2007,53422.98,53422.98,52651.23,53242.68
6/1/2007,52270.96,53422.67,52270.96,53422.67
5/31/2007,52535.94,52877.49,52097.89,52268.46
5/30/2007,51706.27,52595.31,50606.54,52527.65
5/29/2007,52121.28,52544.68,51270.98,51713.18
5/28/2007,51616.29,52208.88,51616.29,52119.97
5/25/2007,50541.22,51632.73,50541.22,51617.97
5/24/2007,51813.1,51890.65,50214.29,50530.65
5/23/2007,52209.6,52505.37,51670.09,51812.5
5/22/2007,52423.91,52560.5,52039.04,52208.09
5/21/2007,52077.94,52691.17,52077.94,52423.45
5/18/2007,51633.26,52088.08,51498.84,52077.68
5/17/2007,51740.76,51958.63,51374.11,51631.47
5/16/2007,50518.46,51737.56,50518.46,51737.56
5/15/2007,50510.76,51041.78,50370.07,50518.21
5/14/2007,50909.78,51066.06,50298.46,50510.76
5/11/2007,50234.97,51083.25,50234.97,50902.38
5/10/2007,51298.03,51298.03,50205.24,50234.68
