"Date","winner.closing.price","loser.closing.price"
1998-06-18,744.83,5944.53
1998-06-19,,5955.24
1998-06-22,738.41,5951.78
1998-06-23,751.53,5946.96
1998-06-24,755.56,5946.79
1998-06-25,771.85,5915.52
1998-06-26,773.91,5910.4
1998-06-29,777.12,5903.55
1998-06-30,776.52,5892.08
1998-07-01,787.13,5885.14
1998-07-02,790.26,5878.16
1998-07-03,797.84,5871.45
1998-07-06,799.94,
1998-07-07,806.14,5800.29
1998-07-08,810.82,5800.29
