"Date","winner.closing.price","loser.closing.price"
2002-06-06,,644.55
2002-06-07,,632.89
2002-06-10,,638.71
2002-06-11,,635.07
2002-06-12,,620.47
2002-06-13,,622.4
2002-06-14,,609.73
2002-06-17,,620.32
2002-06-18,,623.93
2002-06-19,,611.2
2002-06-20,,583.41
2002-06-24,,567.02
2002-06-25,,590.35
2002-06-26,,587.92
