"Date","winner.closing.price","loser.closing.price"
2010-06-18,336.06,206.18
2010-06-21,341.04,212.42
2010-06-22,339.8,212.61
2010-06-23,335.11,208.28
2010-06-24,329.22,212.78
2010-06-25,325.99,208.28
2010-06-28,330.46,213.84
2010-06-29,319.03,213.92
2010-06-30,316.81,213.59
2010-07-01,307.87,212.17
2010-07-02,308.2,212.17
2010-07-05,306.27,
2010-07-06,314.43,213.7
2010-07-07,317.56,208.48
2010-07-08,322.62,213.16
