"Date","winner.closing.price","loser.closing.price"
1994-06-22,3215.26,2595.7
1994-06-23,3264.05,2626.7
1994-06-24,3188.97,2577.2
1994-06-27,3174.28,2561.4
1994-06-28,3228.92,2604.4
1994-06-29,3238.84,2631.2
1994-06-30,3200.71,2608.8
1994-07-01,3182.42,2588.9
1994-07-04,3203.17,2636.4
1994-07-05,3136.57,2609.7
1994-07-06,3093.93,2598.9
1994-07-07,3093.78,2590.5
1994-07-08,3118.6,2560.3
1994-07-11,3147.65,2562.5
1994-07-12,3183.55,2508
