"Date","winner.closing.price","loser.closing.price"
2010-06-28,330.46,
2010-06-29,319.03,
2010-06-30,316.81,
2010-07-01,307.87,
2010-07-02,308.2,
2010-07-05,306.27,
2010-07-06,314.43,
2010-07-07,317.56,
2010-07-08,322.62,
2010-07-09,324.42,
2010-07-12,326.56,
2010-07-13,333.76,
2010-07-14,335.03,
2010-07-15,329.76,
2010-07-16,323.99,
