"Date","winner.closing.price","loser.closing.price"
2006-06-21,9381.85,5665
2006-06-22,9425.67,5684.1
2006-06-23,9440.65,5692.1
2006-06-26,9413.86,5681.2
2006-06-27,9424.08,5652.3
2006-06-28,9418.83,5678.6
2006-06-29,9457.05,5791.5
2006-06-30,9502.94,5833.4
2006-07-03,9533.51,5884.4
2006-07-04,9513.73,5883.5
2006-07-05,9470.65,5826.7
2006-07-06,9494.55,5890
2006-07-07,9504.43,5888.9
2006-07-10,9527.47,5896.9
2006-07-11,9507.24,5857.3
