"Date","winner.closing.price","loser.closing.price"
2002-06-17,11937.17,9230.7
2002-06-18,11821.18,9575.19
2002-06-19,11493.18,9378.43
2002-06-20,10908.68,9179.35
2002-06-21,10397.55,9220.48
2002-06-24,10759.08,8984.58
2002-06-25,10705.58,9094.77
2002-06-26,10690.53,8627.42
2002-06-27,11013.32,9009.19
2002-06-28,11139.16,9379.92
2002-07-01,10892.46,9564.99
2002-07-02,10845.63,9134.97
2002-07-03,10635.52,9008.37
2002-07-04,10655.47,9059.96
2002-07-05,10523.65,9351.16
