"Date","winner.closing.price","loser.closing.price"
2002-06-17,4475.1,809.16
2002-06-18,4433.85,809.4
2002-06-19,4354.82,776.37
2002-06-20,4245.68,776.81
2002-06-21,4232.4,778.53
2002-06-24,4127.21,767.92
2002-06-25,4202.97,755.92
2002-06-26,4099.05,701.87
2002-06-27,4259.43,710.43
2002-06-28,4382.56,742.72
2002-07-01,4366.81,
2002-07-02,4195.95,746.23
2002-07-03,4138.15,753.36
2002-07-04,4258.62,768.74
2002-07-05,4483.03,787.83
