"Date","winner.closing.price","loser.closing.price"
1998-06-22,554.05,5712.4
1998-06-23,562.59,5772
1998-06-24,555.5,5804.9
1998-06-25,543.09,5858.9
1998-06-26,540.56,5877.4
1998-06-29,547.79,5884.5
1998-06-30,550.44,5832.5
1998-07-01,572.39,5919.9
1998-07-02,579.04,5960.2
1998-07-03,585.43,5988.4
1998-07-06,592.19,5990.3
1998-07-07,614.58,6003.4
1998-07-08,616.71,6009.6
1998-07-09,,5969.7
1998-07-10,612.8,5929.7
