"Date","winner.closing.price","loser.closing.price"
2010-06-30,5965.52,
2010-07-01,5857.43,
2010-07-02,5834.15,
2010-07-05,5816.2,
2010-07-06,5940.98,
2010-07-07,5992.86,
2010-07-08,6035.66,
2010-07-09,6065.24,
2010-07-12,6077.19,
2010-07-13,6191.13,
2010-07-14,6209.76,
2010-07-15,6149.36,
2010-07-16,6040.27,
2010-07-19,6009.11,
2010-07-20,5967.49,
