"Date","winner.closing.price","loser.closing.price"
2010-06-23,6204.52,2326.95
2010-06-24,6115.48,2300.69
2010-06-25,6070.6,2318.14
2010-06-28,6157.22,2292.21
2010-06-29,5952.03,2193.1
2010-06-30,5965.52,2185.01
2010-07-01,5857.43,2209.42
2010-07-02,5834.15,2217.08
2010-07-05,5816.2,2205.05
2010-07-06,5940.98,2210.91
2010-07-07,5992.86,2265
2010-07-08,6035.66,2289.5
2010-07-09,6065.24,
2010-07-12,6077.19,2288.59
2010-07-13,6191.13,2305.14
