"Date","winner.closing.price","loser.closing.price"
2002-06-07,1027.53,6857.42
2002-06-10,1030.74,6835
2002-06-11,1013.6,6862.89
2002-06-12,1020.26,6801.65
2002-06-13,1009.56,6760.68
2002-06-14,1007.27,6720.37
2002-06-17,1036.17,6788.94
2002-06-18,1037.14,6765.19
2002-06-19,1019.99,6691.04
2002-06-20,1006.29,6580.81
2002-06-21,989.14,6502.97
2002-06-24,992.72,6331.32
2002-06-25,976.14,6354.26
2002-06-26,973.53,6171.63
2002-06-27,990.64,6400.89
