"Date","winner.closing.price","loser.closing.price"
1994-06-23,264.158,
1994-06-27,258.172,
1994-06-28,262.51,
1994-06-29,263.617,
1994-06-30,264.242,
1994-07-01,258.328,
1994-07-04,260.31,
1994-07-05,256.47,
1994-07-06,255.893,
1994-07-07,259.145,
1994-07-08,260.745,
1994-07-11,265.807,
1994-07-12,267.027,
1994-07-13,270.147,
