"Date","winner.closing.price","loser.closing.price"
1998-06-22,,632.64
1998-06-23,,637.35
1998-06-24,,641.13
1998-06-25,,639.35
1998-06-26,,639.93
1998-06-29,,637.93
1998-06-30,,636.74
1998-07-01,,636.08
1998-07-02,,633.36
1998-07-03,,624.06
1998-07-06,,610.45
1998-07-07,,597.51
1998-07-08,,600.37
1998-07-09,,593.46
1998-07-10,,585.13
