"Date","winner.closing.price","loser.closing.price"
1994-07-06,255.893,
1994-07-07,259.145,
1994-07-08,260.745,
1994-07-11,265.807,
1994-07-12,267.027,
1994-07-13,270.147,
1994-07-14,271.995,
1994-07-15,274.203,
1994-07-18,277.217,
1994-07-19,278.07,
1994-07-20,280.065,
1994-07-21,279.59,
1994-07-22,284.505,
1994-07-25,284.14,
1994-07-26,284.832,
