"Date","winner.closing.price","loser.closing.price"
2006-06-28,5456.87,9418.83
2006-06-29,5581.67,9457.05
2006-06-30,5683.31,9502.94
2006-07-03,5712.69,9533.51
2006-07-04,5729.01,9513.73
2006-07-05,5625.63,9470.65
2006-07-06,5695.47,9494.55
2006-07-07,5681.85,9504.43
2006-07-10,5706.32,9527.47
2006-07-11,5616.04,9507.24
2006-07-12,5637.82,9493.02
2006-07-13,5527.29,9463.09
2006-07-14,5422.22,9410.87
2006-07-17,5416.96,9381.03
2006-07-18,5396.85,9357.69
