"Date","winner.closing.price","loser.closing.price"
2002-06-19,9378.43,776.37
2002-06-20,9179.35,776.81
2002-06-21,9220.48,778.53
2002-06-24,8984.58,767.92
2002-06-25,9094.77,755.92
2002-06-26,8627.42,701.87
2002-06-27,9009.19,710.43
2002-06-28,9379.92,742.72
2002-07-01,9564.99,
2002-07-02,9134.97,746.23
2002-07-03,9008.37,753.36
2002-07-04,9059.96,768.74
2002-07-05,9351.16,787.83
2002-07-08,8912.16,783.35
2002-07-09,8747.92,801.99
