"Date","winner.closing.price","loser.closing.price"
2006-06-14,1509.57,16802.1
2006-06-15,1576.94,17932.33
2006-06-16,1578.49,18041.79
2006-06-19,,17581.88
2006-06-20,1550.24,17781.28
2006-06-21,1579.39,18156.21
2006-06-22,1577.72,18188.4
2006-06-23,1589.12,18545.73
2006-06-26,1621.15,18491.4
2006-06-27,1598.73,18021.47
2006-06-28,1632.26,18101.83
2006-06-29,1689.65,18908.33
2006-06-30,1711.09,19147.17
2006-07-03,1725.78,20060.82
2006-07-04,1725.53,20329.49
