"Date","winner.closing.price","loser.closing.price"
1994-06-29,3828.3,173.48
1994-06-30,3623.1,174.04
1994-07-01,,174.49
1994-07-04,3580.8,176.07
1994-07-05,3564.3,176.84
1994-07-06,3753.5,174.87
1994-07-07,3904.9,175.26
1994-07-08,4051.9,175.09
1994-07-11,4010.8,175.72
1994-07-12,3919.7,173.89
1994-07-13,3840.8,175.3
1994-07-14,4016.5,176.45
1994-07-15,4079.9,177.92
1994-07-18,4045.3,178.61
1994-07-19,3874.6,181.11
