"Date","winner.closing.price","loser.closing.price"
2002-06-06,7577.5,5219.28
2002-06-07,7480.6,5146.23
2002-06-10,7483.1,5172.12
2002-06-11,7553.9,5178.91
2002-06-12,7387.6,5101.48
2002-06-13,7296.5,5082.89
2002-06-14,7128.2,4960.63
2002-06-17,7333,4969.46
2002-06-18,7350.8,4964.35
2002-06-19,7212.7,4922.69
2002-06-20,7060.3,4835.6
2002-06-21,6925.5,4847.93
2002-06-24,6651.4,4818.55
2002-06-25,6773.6,4848.06
2002-06-26,6683.4,4697.32
