"Date","winner.closing.price","loser.closing.price"
2006-06-21,4774.73,34546.64
2006-06-22,4803.29,34316.77
2006-06-23,4817.63,34661.22
2006-06-26,4801.49,34631.24
2006-06-27,4771.24,34375.73
2006-06-28,4774,34834.65
2006-06-29,4880.38,36486.67
2006-06-30,4965.96,36630.66
2006-07-03,4980.62,37357.2
2006-07-04,4983.88,37367.34
2006-07-05,4921.3,36378.03
2006-07-06,4966.45,36533.13
2006-07-07,4953.71,36101.98
2006-07-10,4982.48,36140.64
2006-07-11,4914.39,36553.56
