"Date","winner.closing.price","loser.closing.price"
1994-06-30,,2025.34
1994-07-01,,2036.52
1994-07-04,,2054.4
1994-07-05,,2032.69
1994-07-06,,2035.7
1994-07-07,,2043.85
1994-07-08,,2050.85
1994-07-11,,2065.66
1994-07-12,,2048.05
1994-07-13,,2054
1994-07-14,,2055.62
1994-07-15,,2093.61
1994-07-18,,2098.19
1994-07-19,,2128.79
1994-07-20,,2138.65
